Word1,Flag1,Word2,Flag2,MI,logDF
一个,m,城市,ns,6.241323290360921,0.0
开始,v,趋于稳定,i,9.797716638885307,0.0
亚运会,j,赞助,v,15.344611098772942,0.0
专门,n,面向,n,17.34461109877294,0.0
游,n,科技,n,7.584168352776303,0.0
人民币,n,4.59,m,6.410183058146138,0.0
据,p,酷,n,6.27672862649212,0.0
1.144,m,亿美元,m,8.233475428538236,0.0
增加,v,0.66,m,5.4377205031644245,0.0
减值,v,等,u,4.7055719252959936,0.0
・,x,德义,nr,12.161389274717171,0.0
于,p,1.31,m,5.998466766464757,0.0
市占率,n,达,v,10.47424637918954,0.0
业务,n,资产,n,1.2427585019176723,0.0
1.6,m,元,m,5.454726928470113,0.0
行业,n,会,v,5.651559803375943,0.0
特权,n,所致,c,8.446765642767431,0.0
付出,v,来,v,11.503308844792,0.0
四季度,mq,在线,b,1.9128523496067862,0.0
同期,b,比例,n,-0.4191718415275935,0.0
18.23,m,％,x,7.748421342628532,0.0
奇虎,nz,运营,vn,0.5315773303349384,0.0
为,p,7.69,m,3.824729176275515,0.0
为,p,48.09,m,4.409691676996672,0.0
游戏,n,产业,n,5.54384598607569,0.0
66,m,美元,q,2.979313889927891,0.0
了近,v,13,m,6.8132296382566295,0.0
前些年,t,超过,v,11.453840168527702,0.0
7940,m,万元,m,6.012015040983728,0.0
6.674,m,亿美元,m,8.233475428538236,0.0
第二季度,mq,内,n,2.730217568936311,0.0
于,p,销售,vn,0.055952261125516815,0.0
广告,n,余楚媛,nr,6.411658206578228,0.0
约合,vn,2190,m,5.263460577501074,0.0
1.45,m,元,m,5.454726928470113,0.0
约合,vn,4980,m,7.0708154995586785,0.0
计划,n,分拆,v,6.224373221430983,0.0
其,r,营,n,1.8332187520265848,0.0
本季度,n,续签,v,4.564276390649048,0.0
包裹,v,的,uj,5.00745381790483,0.0
增长,v,0.81,m,3.864157464817551,0.0
的,uj,阻力,n,5.00745381790483,0.0
用户,n,需求,v,3.415846003541661,0.0
下,f,可以,c,5.25185395785309,0.0
推出,v,财富,n,10.390414788386067,0.0
应对,v,这些,r,9.614424037237798,0.0
净利,n,4.5,m,7.14126309579318,0.0
了,ul,1.286,m,5.833846930855051,0.0
利润,n,空间,n,3.5487743578392936,0.0
下降,v,22.6,m,4.845263465896343,0.0
亿元,m,仍,d,1.3200774017753318,0.0
44.02,m,%,x,5.10700276854393,0.0
4.579,m,亿元,m,5.5164746145788355,0.0
审计,v,第二季度,mq,0.08563108552873633,0.0
3613,m,万美元,m,5.786987851137811,0.0
足以,v,抵消,v,9.729901254657735,0.0
百货,n,用品,n,17.34461109877294,0.0
信息,n,网易公司,n,8.07782455807804,0.0
分众传媒,l,净,a,2.9472038543975634,0.0
8.08,m,亿元,m,7.1014371152999916,0.0
搜索,v,高级,b,6.243948759767743,0.0
减少,v,11.7,m,5.434905487557369,0.0
EverKeen,eng,均,d,10.503308844792,0.0
跨越,v,两个,m,12.161389274717171,0.0
等,u,优势,n,6.836816458574245,0.0
为,p,7.016,m,5.409691676996671,0.0
为,p,7.86,m,4.409691676996672,0.0
经济,n,进入,v,5.881427345274538,0.0
3.684,m,亿,m,9.402096593433702,0.0
个,m,历史,n,2.852382349520721,0.0
一次,m,超越,v,12.607645504606735,0.0
人民币,n,1.75,m,2.50329246253762,0.0
每,r,独立,v,4.7412165678855684,0.0
二季度,mq,国内,s,3.974059904498601,0.0
人民币,n,7.43,m,5.4101830581461385,0.0
为,p,1.68,m,3.0877635821093086,0.0
营,n,收受,v,10.037789896275788,0.0
和,c,1780,m,3.4910741093762914,0.0
陈天桥,nr,称,v,7.220489786943754,0.0
业务收入,n,2010,m,0.96532299322396,0.0
访问,v,该,r,5.163458841907375,0.0
或,c,缩短,v,10.885179480135646,0.0
展会,v,费用,n,5.842110758243759,0.0
支出,v,4880,m,5.140345642636099,0.0
为,p,9.69,m,5.409691676996671,0.0
业绩,n,达到,v,0.3758093291973304,0.0
本季度,n,也,d,-0.1690779499647801,0.0
第二季度,mq,加入,v,4.574566698476117,0.0
海外,s,发展,vn,4.1423341957295525,0.0
收盘报,n,2.18,m,15.759648598051786,0.0
8430,m,万美元,m,5.786987851137811,0.0
增长,v,37.52,m,5.864157464817552,0.0
空中网,n,盘前,s,7.239575628074653,0.0
有限公司,n,于,p,3.21187040457395,0.0
增强,v,现有,b,7.197406173830713,0.0
渠道,n,等,u,6.0592088799106945,0.0
面对,v,无线,n,7.010710362219505,0.0
杭州,ns,搜视,v,16.607645504606737,0.0
合作,vn,的,uj,-1.706791699761293,0.0
移动,vn,数据,n,1.87433353700241,0.0
酒店,n,和约,n,7.077824558078041,0.0
由于,c,该季,r,7.528694163211915,0.0
取代,v,了,ul,5.096881336688845,0.0
转介,v,收入,v,7.384609166704861,0.0
的,uj,壮大,a,4.00745381790483,0.0
未,d,通过,p,4.899423774568383,0.0
发布,v,申请,v,7.39916726239503,0.0
增长,v,54.16,m,5.864157464817552,0.0
前,f,经理,n,11.154786539892925,0.0
2529,m,万元,m,7.596977541704885,0.0
九成,m,运营,vn,6.299761655111865,0.0
约合,vn,1530,m,5.1322160442228215,0.0
购买,v,117505755,m,12.907205786465644,0.0
700,m,家,m,6.599777261273397,0.0
将,d,显著,a,3.399411146266947,0.0
软,n,银赛富,nr,18.929573599494102,0.0
第一季度,l,中国,ns,-0.9342602816885528,0.0
时空,n,网络科技,n,9.749664509479164,0.0
去年,t,付费,v,2.425080446527158,0.0
支付,v,服务,vn,4.814464905936562,0.0
销售,vn,副总裁,n,5.495205997825184,0.0
发行股票,n,的,uj,3.0074538179048296,0.0
股东,n,及,c,1.6900170226725844,0.0
去年,t,是,v,0.4636047131530364,0.0
到,v,11,m,1.008732298073712,0.0
具体,a,运营,vn,1.3455653447249896,0.0
净利润,n,2.95,m,6.737280785023332,0.0
美元,q,3020,m,5.663812064199962,0.0
作为,v,副,b,9.72012023386515,0.0
35.85,m,%,x,5.10700276854393,0.0
退税,v,申请,v,12.437720503164424,0.0
的,uj,1530,m,1.4838918618478165,0.0
借微,d,客户端,n,14.344611098772942,0.0
119.8,m,%,x,5.10700276854393,0.0
相对,d,会,v,6.245921002099348,0.0
净亏损,vn,1150,m,5.285041304868654,0.0
服务,vn,具有,v,4.68016381422497,0.0
租赁,v,成本上升,l,10.952293675994182,0.0
部门,n,审批,v,11.31486375537889,0.0
看到,v,玩家,n,6.588888945130661,0.0
了,ul,绝对,d,5.096881336688845,0.0
另外,c,从,p,4.650543463044451,0.0
于,p,中国移动,nt,4.513039939294515,0.0
减少,v,3.3,m,5.744233545665098,0.0
272.7,m,元,m,8.91415854710741,0.0
收在,v,3400,m,11.563251385248284,0.0
1570,m,万,m,5.317050616524165,0.0
8388,m,万元,m,7.596977541704885,0.0
企业,n,看中,v,11.545869307020046,0.0
达到,v,710,m,4.58049974880032,0.0
的,uj,3.217,m,3.4224913171836735,0.0
从,p,9,m,1.4720564480987137,0.0
后,f,带来,v,1.5174999959861066,0.0
摘要,v,2012,m,3.330067502191,0.0
和,c,5799,m,6.950505728013589,0.0
先进,a,储备,vn,14.174686097330632,0.0
等,u,都,d,4.383643830408632,0.0
为,p,308,m,4.409691676996672,0.0
带来,v,提价,v,9.461968049411102,0.0
19.5,m,万美元,m,1.465059756250448,0.0
的,uj,67.5,m,3.4224913171836735,0.0
腾讯,nz,连续,a,3.638438881642502,0.0
万美元,m,任命,n,-0.44183083935807077,0.0
年度,n,有效,a,5.836816458574247,0.0
外币,n,银行存款,n,11.589723596609474,0.0
Q4,eng,正式,ad,7.39332638380597,0.0
去年,t,二季度,mq,2.9680108598257964,0.0
衰退,v,运营,vn,5.2997616551118645,0.0
新一代,t,互动,d,11.154786539892925,0.0
5848,m,万美元,m,5.786987851137811,0.0
转型,n,互联网,n,5.423018068742775,0.0
为,p,1214,m,5.409691676996671,0.0
以及,c,消费,vn,3.145040989350353,0.0
5.111,m,亿美元,m,8.233475428538236,0.0
邮箱,n,托管,v,9.045403080385663,0.0
为,p,代理,n,-0.7400554425080108,0.0
5.451,m,亿美元,m,8.233475428538236,0.0
董事会,n,收到,v,7.6166906442097435,0.0
交易,n,方,n,9.800290582549133,0.0
将,d,这种,r,4.399411146266948,0.0
人民币,n,1.436,m,5.4101830581461385,0.0
上涨,v,87,m,6.632657392614809,0.0
的,uj,1.49,m,1.6855257230174674,0.0
为,p,16.33,m,3.824729176275515,0.0
亏损,vn,或,c,2.436030834760208,0.0
4790,m,万美元,m,5.786987851137811,0.0
具,v,发展潜力,n,14.9295735994941,0.0
这么,r,大,a,12.02268300388558,0.0
涨,n,9,m,4.551414239711997,0.0
服务,vn,市场需求,n,5.265126314946127,0.0
获,v,增长,v,2.6942324633752386,0.0
定位,n,低,a,10.885179480135646,0.0
万美元,m,贷款,n,1.6995250098874708,0.0
受,v,H1N1,eng,11.729901254657733,0.0
我,r,想,v,11.437720503164424,0.0
的,uj,1.446,m,3.0074538179048296,0.0
灵通,a,出售,vn,4.440164634267222,0.0
由于,c,对于,p,2.800773708648715,0.0
你们,r,推出,v,6.390414788386067,0.0
盛大,b,旗下,n,4.61011315708037,0.0
为,p,8146,m,5.409691676996671,0.0
新增,v,160,m,8.421778959295402,0.0
继续,v,直线,n,7.809335722152139,0.0
占,v,比再,d,8.991464273274861,0.0
此,zg,影响,vn,5.072370127985933,0.0
已经,d,商业,n,5.25185395785309,0.0
的,uj,聚焦点,n,5.00745381790483,0.0
了,ul,苹果,n,1.8338469308550513,0.0
月,m,开非,v,7.673954849654503,0.0
财报,n,特别,d,3.276252660455507,0.0
23.15,m,%,x,5.10700276854393,0.0
龙,nr,高层,n,6.053056652929099,0.0
提问,v,时称,n,12.84211075824376,0.0
的,uj,负债,n,0.0074538179048297066,0.0
中国,ns,与,p,0.5327096407741277,0.0
年初,t,以来,f,7.755896463190679,0.0
会议,n,公司,n,1.6485129278170791,0.0
公司,n,&,x,-1.719057832625996,0.0
率较,d,2009,m,5.795789190314191,0.0
收为,v,1.086,m,7.093523244436029,0.0
以及,c,现有,b,2.9032230694262555,0.0
阿里巴巴,nrt,首席,n,3.456882760251318,0.0
3.681,m,亿,m,9.402096593433702,0.0
产品,n,所,c,1.1003463804839706,0.0
虽然,c,国际,n,6.289328663271753,0.0
大规模,b,授予,v,11.122218677436495,0.0
本季度,n,得益于,v,0.9554671479735231,0.0
提供,v,合并,v,5.073926433466832,0.0
0.78,m,元,m,6.592230452220049,0.0
无线,n,服务提供商,n,7.010710362219505,0.0
4852,m,万美元,m,5.786987851137811,0.0
3.874,m,亿元,m,7.101437115299992,0.0
21.484,m,亿元,m,7.1014371152999916,0.0
未,t,动用,n,18.929573599494102,0.0
6666,m,万美元,m,5.786987851137811,0.0
服务收入,n,3802,m,8.694756168376774,0.0
收益,n,0.14,m,5.695354921255627,0.0
并且,c,其他,r,5.184739761994553,0.0
想法,v,一致,d,15.607645504606737,0.0
活跃度,l,提高,v,7.713434043068964,0.0
收入,v,应用软件,l,1.318519976247089,0.0
Suppliers,eng,&,x,8.584722915551108,0.0
219,m,名,n,10.267795501722112,0.0
的,uj,670,m,0.6151363951260692,0.0
的,uj,2.04,m,2.00745381790483,0.0
66.15,m,%,x,5.10700276854393,0.0
存在,v,不,d,5.252845160256141,0.0
多,m,研发,j,3.2862528841939653,0.0
安全软件,l,广告,n,6.73358630146559,0.0
进一步提高,i,顾客,nr,10.826285791082077,0.0
的,uj,970,m,0.1494728227772574,0.0
三季度,mq,无线,n,2.6887822673321415,0.0
2.84,m,亿美元,m,5.648512927817079,0.0
利润率,n,不,d,0.6903200486547392,0.0
贡献,n,增长,v,-1.4933945398005328,0.0
4819,m,万美元,m,5.786987851137811,0.0
了,ul,47.7,m,6.418809431576208,0.0
尽管,c,去年同期,n,1.8029094529927059,0.0
将来,t,业务,n,5.680163814224971,0.0
人民币,n,1350,m,2.240258056703826,0.0
仍然,d,能,v,8.059208879910695,0.0
一次性,d,因素,n,5.365662354912407,0.0
为,p,2.74,m,3.824729176275515,0.0
约合,vn,6.880,m,8.070815499558678,0.0
持续,vd,推出,v,1.83582593670843,0.0
百度,n,有力,n,6.888599000676792,0.0
执行力,n,的,uj,2.685525723017467,0.0
工作,vn,很,zg,9.82366509092294,0.0
第一季度,l,结果,n,3.400051537654642,0.0
公司,n,带,v,6.455867849874683,0.0
-,x,0205,m,7.2157575192596,0.0
年,m,确认,v,0.3659229808802174,0.0
增长,v,71.7,m,3.864157464817551,0.0
第二季度,mq,30,m,-1.7024036142048762,0.0
为,p,4470,m,2.824729176275515,0.0
展望,v,网页,n,6.738822949831737,0.0
320,m,%,x,-0.6743569449807294,0.0
约合,vn,435,m,6.4858529988375215,0.0
更新,d,以,p,6.462987261774854,0.0
在,p,7400,m,2.1898720870119512,0.0
月,m,宣布,v,0.60786565919673,0.0
IT,eng,社区,n,8.02268300388558,0.0
第三季度,mq,音频,n,3.2256970552115214,0.0
6,m,长,ns,7.194017575582564,0.0
人民币,n,14.8,m,2.4101830581461385,0.0
性质,n,非常,d,12.059208879910695,0.0
彩信,nz,营销,vn,5.264237682308922,0.0
为,p,461,m,5.409691676996671,0.0
本季度,n,较,zg,-1.3680368018393783,0.0
招聘,v,频道,n,7.879725050043537,0.0
为,p,红杉,nr,3.4096916769966716,0.0
收为,v,1.79,m,6.771595149548666,0.0
以及,c,37.315,m,9.24307307231088,0.0
苹果,n,iTunesAppStore,eng,13.344611098772944,0.0
从小,d,部分,n,10.890654610201796,0.0
开盘,v,跌幅,n,9.14821388596944,0.0
营销,vn,费,v,5.456882760251318,0.0
可变,v,成本,n,7.654613127353497,0.0
此项,r,转化,v,11.64417138063185,0.0
增,v,9.6,m,5.378826814110855,0.0
的,uj,5110,m,1.5480221992675323,0.0
以来,f,网络广告,n,5.881427345274538,0.0
1.559,m,亿元,m,7.1014371152999916,0.0
2204,m,万美元,m,5.786987851137811,0.0
受,v,雪灾,n,9.144938753936577,0.0
5.88,m,港仙,n,15.02268300388558,0.0
上,f,已,d,0.09909552991454343,0.0
重心,a,其它,r,9.037789896275788,0.0
360,m,平台,n,3.8112813664671084,0.0
点评,v,网易,n,6.296578402351141,0.0
753955,m,名,n,12.589723596609474,0.0
系统,n,李彦宏,nr,8.63265739261481,0.0
一,m,国,n,9.918346344070844,0.0
近,t,9000,m,10.322243285744488,0.0
为,p,8.569,m,4.409691676996672,0.0
由,c,1304,m,12.572021594876015,0.0
2780,m,万,m,7.223941212132684,0.0
社交,n,型,k,11.367331175273026,0.0
的,uj,中文,nz,3.0074538179048296,0.0
为,p,9632.8,m,5.409691676996671,0.0
评级,vn,下调,v,8.499121047828568,0.0
人士,n,也,d,8.704366162550597,0.0
5740,m,万元,m,6.012015040983728,0.0
本季度,n,均,d,0.04490223155546769,0.0
为,p,4587.6,m,5.409691676996671,0.0
公司,n,支出,v,-2.2889659876248625,0.0
艺龙,n,启动,vn,5.896666921865847,0.0
搜索,v,中去,t,11.413873761210057,0.0
同步,d,线,n,10.122218677436495,0.0
和,c,寒假,n,3.780580726571276,0.0
业务,n,与非,c,7.8500888156672834,0.0
低于,v,上一年,t,7.7836414536735825,0.0
下滑,v,9.22,m,8.091945666322694,0.0
约合,vn,1921,m,6.4858529988375215,0.0
美元,q,1060,m,5.149238891370204,0.0
储备,vn,及,c,5.396608967795272,0.0
我们,r,视频,n,2.1500081236149744,0.0
创下,v,06,m,7.099850864408039,0.0
内容,n,推广,v,3.0773123283404074,0.0
人民币,n,1.149,m,5.4101830581461385,0.0
流量,n,供应,vn,8.350257661914084,0.0
年,m,凤凰,nr,-0.977221599916841,0.0
涨幅,n,182.2,m,12.344611098772944,0.0
至,p,68.9,m,7.566533969237584,0.0
领袖,n,奖,n,18.929573599494102,0.0
概念股,n,2008,m,5.91747288334253,0.0
股东权益,n,逐年,d,11.02268300388558,0.0
以来,f,继续,v,5.197901010069792,0.0
人民币,n,7.3046,m,6.410183058146138,0.0
60,m,级,q,8.13353399066433,0.0
营收,n,2.79,m,5.217476548406553,0.0
收为,v,1106,m,5.634091625798732,0.0
;,x,700,m,2.6503620490183213,0.0
服务收入,n,1010,m,7.431721762542981,0.0
均,d,受,v,3.303636499955636,0.0
047,m,万美元,m,5.786987851137811,0.0
增长,v,52.18,m,5.864157464817552,0.0
这部分,mq,客户,n,6.800290582549132,0.0
192,m,万元,m,5.427052540262571,0.0
收达,v,3767,m,12.285717409719375,0.0
增长速度,n,略低于,l,8.018930869024473,0.0
市场,n,信用,n,8.24132329036092,0.0
率较,d,2010,m,4.839792111140101,0.0
2.48,m,元,m,6.9141585471074105,0.0
下滑,v,21.2,m,6.091945666322694,0.0
收入,v,1.37,m,2.992291743926101,0.0
增长,v,74.68,m,5.279194964096395,0.0
主流,b,市场推广,n,6.308437486219458,0.0
相关,v,咨询服务,n,7.832858445005564,0.0
巨人,n,发布,v,1.3187938459310105,0.0
程度,n,上为,v,14.071592604366527,0.0
5.369,m,亿,m,9.402096593433702,0.0
硬件,n,折旧费,n,13.257148257522603,0.0
季度,n,间,f,5.259027990740826,0.0
一项,m,达,v,5.386783537939198,0.0
公司,n,控制,v,1.8120116600999585,0.0
自有,v,并,c,6.227400914128551,0.0
继续,v,远,a,7.809335722152139,0.0
三天,m,游戏,n,6.766238407412137,0.0
在,p,自己,r,2.6690399237105105,0.0
正式,ad,面对,v,10.425747861498348,0.0
人民币,n,95.0,m,4.8252205574249825,0.0
下滑,v,及,c,-1.2710939639338206,0.0
向,p,公众,n,10.852758002443268,0.0
三季度,mq,未,d,5.018930869024472,0.0
1127,m,万元,m,7.012015040983728,0.0
带来,v,不错,a,9.046930550132258,0.0
3760,m,万美元,m,4.78698785113781,0.0
家略,n,增到,v,18.929573599494102,0.0
作为,v,其,r,4.515549089615945,0.0
游戏,n,显示,v,-0.5646784707024793,0.0
人民币,n,17.73,m,6.410183058146138,0.0
管理层,n,预期,vn,3.5753242175488578,0.0
投资,vn,形成,v,8.48352419277755,0.0
Q2,eng,费用,n,1.382679139606462,0.0
亿元,m,与,p,-3.103134028949212,0.0
为了,p,对比,v,11.852758002443267,0.0
的,uj,指标,n,0.8375288164625172,0.0
的,uj,96.5,m,3.4224913171836735,0.0
季比,n,减少,v,6.0978705002798,0.0
连同,a,网易,n,7.296578402351141,0.0
有,v,春节,t,6.225021478031819,0.0
兄弟,n,传媒,n,9.929573599494098,0.0
也,d,没有,v,3.9674005683843903,0.0
收,n,2.04,m,6.329660757306971,0.0
的,uj,1.0,m,2.4224913171836735,0.0
网易,n,评级,vn,1.773016446294128,0.0
通,v,版本,n,10.800290582549133,0.0
框架,n,总数,n,8.11419030368056,0.0
12.0,m,百万美元,m,11.059208879910695,0.0
万元,m,环比,j,-3.979506805091967,0.0
下滑,v,广告,n,-1.1040416317058148,0.0
王之王,nr,3,x,8.672185756801447,0.0
144.7,m,％,x,9.333383843349688,0.0
春,tg,节假日,t,18.929573599494102,0.0
为,p,5.92,m,3.824729176275515,0.0
CMediaCo,eng,.,m,11.16802236704962,0.0
的,uj,呆滞,a,5.00745381790483,0.0
推出,v,速度,n,7.805452287664911,0.0
届满,v,或,c,11.885179480135644,0.0
地位,n,无法,n,12.681646086050515,0.0
一个,m,主要,b,0.8257223483719703,0.0
后,f,本季度,n,-1.0582635678885852,0.0
有,v,活跃,vn,3.1615185357256617,0.0
89.9,m,%,x,5.10700276854393,0.0
营收,n,共享,v,7.539404643293915,0.0
整体,n,规模,n,5.651124141273617,0.0
原因,n,依然,d,5.189792989720838,0.0
消息,n,分众传媒,l,1.1557904762089803,0.0
18.13,m,%,x,5.10700276854393,0.0
为,p,1.382,m,5.409691676996671,0.0
调低,v,至,p,3.5969076182811026,0.0
充分利用,n,这些,r,9.836816458574246,0.0
对,p,高品质,n,7.410920443820709,0.0
5,m,倍,m,5.6325140476853965,0.0
为,p,81.2,m,3.824729176275515,0.0
继续,v,巩固,v,5.750442033098571,0.0
情况,n,毛利润,nr,3.8298970446344556,0.0
6.621,m,亿元,m,7.1014371152999916,0.0
所以,c,互联网,n,5.712524685937761,0.0
增长,v,46.87,m,5.864157464817552,0.0
下降,v,29.8,m,5.207833545281051,0.0
professional,eng,&,x,9.169685416272264,0.0
第二季,m,总营,n,6.441733565671047,0.0
54.16,m,%,x,5.10700276854393,0.0
市场,n,上有,v,8.826285791082077,0.0
同期,b,预计,vn,2.789782457343089,0.0
为,p,556,m,5.409691676996671,0.0
增长,v,7.26,m,3.864157464817551,0.0
转为,v,减免,v,13.800290582549131,0.0
市场,n,定位,n,7.826285791082077,0.0
不限号,n,测试,vn,12.215328081827977,0.0
明显,a,净营,n,3.1327988335827515,0.0
语音,n,相关,v,5.247895944284407,0.0
业绩,n,阿里巴巴,nrt,1.5093501801454534,0.0
力图,n,在,p,7.713434043068964,0.0
达,v,3597,m,10.47424637918954,0.0
的,uj,2.313,m,4.00745381790483,0.0
砸,v,向,p,11.852758002443267,0.0
利润,n,22.26,m,7.834176576701542,0.0
九城,ns,2006,m,2.5463587022859793,0.0
为,p,5326,m,5.409691676996671,0.0
为,p,19.03,m,5.409691676996671,0.0
为,p,70.6,m,4.824729176275516,0.0
收入,v,更,d,-0.27360231604693347,0.0
收为,v,1.25,m,4.701205821657269,0.0
的,uj,1170,m,1.2000988958472254,0.0
大幅度,d,地,uv,8.238702590201784,0.0
年,m,北京,ns,-1.371042613285989,0.0
为,p,3180,m,3.824729176275515,0.0
建造,v,一个,m,12.148213885969438,0.0
与,p,俄罗斯,ns,5.917647533187291,0.0
已,d,扩展,v,6.776655023357476,0.0
升值,v,等,u,7.528694163211914,0.0
后,f,总资产,n,5.699703327206855,0.0
总计,n,2170,m,10.068486693498706,0.0
月,m,以来,f,0.8925951361298425,0.0
789,m,万美元,m,5.786987851137811,0.0
游戏,n,可以,c,2.1812759066909813,0.0
人民币,n,7570,m,6.410183058146138,0.0
为,p,27.8,m,2.602336754939067,0.0
意愿,n,都,d,10.499121047828568,0.0
为,p,行业,n,0.14290513630176974,0.0
来自,v,通信,j,4.289441660729487,0.0
为,p,109.4,m,5.409691676996671,0.0
91.7,m,万美元,m,5.786987851137811,0.0
把,p,这些,r,7.721339241154309,0.0
关键,n,详,ag,6.208901812668543,0.0
33.27,m,%,x,5.10700276854393,0.0
环比,j,自,r,1.1632646938172297,0.0
凤凰网,nz,2012,m,3.8446406750207585,0.0
成本,n,金山,nr,2.796632132225925,0.0
从,p,线下,n,7.872935884380898,0.0
晚间,t,发布,v,6.9841297631161865,0.0
3.728,m,亿,m,7.08016849854634,0.0
在,p,以前,f,5.391505948181602,0.0
的,uj,85,m,0.6855257230174672,0.0
在,p,7.14,m,6.713434043068964,0.0
小幅,n,调整,vn,5.011083007201788,0.0
下载量,l,前,f,10.154786539892925,0.0
149,m,万,m,6.902013117245322,0.0
支出,v,较,zg,-1.2394265268235471,0.0
费用,n,5580,m,4.5201826633563975,0.0
在,p,62.45,m,6.128471542347807,0.0
优酷,a,同期,b,1.844889759109928,0.0
94.41,m,%,x,5.10700276854393,0.0
中彩,nz,铃,ng,18.929573599494102,0.0
房地产,j,家居,n,12.537256176715337,0.0
为,p,135.3,m,4.824729176275516,0.0
费用,n,季度,n,-2.7409720092591745,0.0
价格,n,向,p,6.208901812668543,0.0
系列产品,n,都,d,8.762155453662361,0.0
利润,n,33.87,m,7.834176576701542,0.0
评级,vn,&,x,2.6461234602152506,0.0
损益表,n,上,f,7.79258248741387,0.0
过渡,v,至,p,3.536786625843532,0.0
与,p,办公,n,4.403074360357532,0.0
1219,m,万美元,m,5.786987851137811,0.0
和,c,1830,m,3.0436151324050695,0.0
及,c,9,m,-0.41930796776575635,0.0
1686,m,万美元,m,5.786987851137811,0.0
下跌,v,0.2,m,8.855432136741594,0.0
Q3,eng,减少,v,2.1909799046712806,0.0
收益,n,15,m,1.0563157477786789,0.0
年,m,路,n,6.1208104830436865,0.0
使,v,毛利率,n,3.325280996382871,0.0
减少,v,42.33,m,7.097870500279798,0.0
曾,d,于,p,4.619955143211027,0.0
227,m,%,x,2.5220402678227747,0.0
为,p,5720,m,3.0877635821093086,0.0
中国,ns,全国性,n,7.41535269013597,0.0
比例,n,少于,v,7.47321918438581,0.0
期待,v,广告行业,n,13.537256176715337,0.0
增长,v,31.25,m,4.864157464817551,0.0
12.93,m,亿元,m,7.1014371152999916,0.0
注意力,n,仍然,d,12.229133881353006,0.0
到,v,今年,t,1.4408939751437648,0.0
预期,vn,按,p,2.776021567785987,0.0
一项,m,每股,r,4.229242260952718,0.0
略低于,l,分析师,n,6.785871522636169,0.0
9,x,:,x,0.6207768664676417,0.0
降至,v,20,m,3.176879357669698,0.0
营收,n,3928,m,8.539404643293915,0.0
和,c,9250,m,5.365543227292433,0.0
但,c,增加,v,0.12483754788006801,0.0
通过,p,相关,v,1.51695413774597,0.0
值为,v,1.461,m,15.607645504606737,0.0
承受,v,了,ul,6.833846930855051,0.0
增长,v,16.69,m,5.864157464817552,0.0
持续增长,n,业绩,n,3.43659383771014,0.0
用,p,部分,n,5.367092654144783,0.0
上升,v,3.6,m,5.02268300388558,0.0
一次性,d,与,p,2.5957194382999287,0.0
要求,v,将,d,3.6338763999039707,0.0
0.125,m,美元,q,8.471166986257565,0.0
净利润,n,9.42,m,8.322243285744488,0.0
综合,vn,有效,a,5.110991422013241,0.0
不明朗,i,因素,n,8.494945371857375,0.0
3.83,m,美元,q,6.4711669862575665,0.0
业绩,n,全文,n,2.6394107207098267,0.0
为,p,60.5,m,4.409691676996672,0.0
艺龙,n,无线,n,1.5246981444788894,0.0
5070,m,万美元,m,4.78698785113781,0.0
6.322,m,亿美元,m,8.233475428538236,0.0
重组,vn,以及,c,4.385092077183308,0.0
2.95,m,亿次,m,14.344611098772942,0.0
逐渐,d,多元化,vn,8.952293675994182,0.0
为,p,1566,m,5.409691676996671,0.0
计划,n,和,c,-1.362377227270767,0.0
四季度,mq,和,c,-0.8373968313778433,0.0
1.185,m,元,m,8.91415854710741,0.0
高达,nr,73.5,m,9.76466667281841,0.0
收近,v,40,m,9.81322963825663,0.0
一流,n,的,uj,5.00745381790483,0.0
上市,ns,盛大,b,3.9552486431290577,0.0
9.8,m,亿元,m,4.1014371152999916,0.0
收,n,6445,m,9.32966075730697,0.0
比降,v,8.2,m,8.978288884527126,0.0
财富,n,管理,vn,12.73974904061408,0.0
增长,v,108.7,m,5.864157464817552,0.0
特定,d,技术支持,n,13.759648598051786,0.0
战略,n,就是,d,8.99293566049153,0.0
2.543,m,亿元,m,7.1014371152999916,0.0
因素,n,引起,v,7.2470178584137885,0.0
百度,n,第一,m,5.486500557105447,0.0
3.501,m,亿美元,m,8.233475428538236,0.0
超过,v,62,m,5.672480455003041,0.0
15.978,m,亿元,m,7.1014371152999916,0.0
-,x,2509,m,7.2157575192596,0.0
传媒,n,通过,p,4.0287067915133505,0.0
约合,vn,0.84,m,6.070815499558678,0.0
至少,d,在,p,6.128471542347807,0.0
49.98,m,%,x,5.10700276854393,0.0
史,ng,上,f,7.79258248741387,0.0
-,x,3007,m,5.630795018538444,0.0
包括,v,220,m,4.828090287928824,0.0
为,p,3.175,m,5.409691676996671,0.0
接下来,l,我,r,11.17468609733063,0.0
6770,m,万,m,9.223941212132685,0.0
净利润,n,4.64,m,7.585277691578281,0.0
在,p,挑战性,n,6.128471542347807,0.0
9385,m,万美元,m,5.786987851137811,0.0
亿,m,环比,j,-2.174387753363149,0.0
了,ul,720,m,2.4188094315762076,0.0
管理,vn,运营,vn,1.1099370962318476,0.0
第一季度,l,地方税务局,nt,8.258032532782215,0.0
拟,v,于,p,7.32039486135212,0.0
的,uj,2480,m,3.0074538179048296,0.0
移动,vn,电信,n,4.304321377747225,0.0
215.0,m,元,m,8.91415854710741,0.0
费用,n,涨,n,2.4497933354649986,0.0
